"año","mes","fecha","encuesta","detalle de encuesta","grupo","variable","porcentaje","porcentaje ic inferior","porcentaje ic superior"
"1995","11","1995-11-15","31","Nov '95†","total","Reformas constitucionales","0.0052799528725101","0.0017288466831586","0.0088310590618616"
"1995","11","1995-11-15","31","Nov '95†","total","Alzas de precios, inflación","0.16632087744744","0.14463583426696","0.18800592062791"
"1996","7","1996-07-15","32","Jun-Jul '96†","total","Corrupción","0.10311961071394","0.087136548135554","0.11910267329232"
"1996","7","1996-07-15","32","Jun-Jul '96†","total","Delincuencia, asaltos y robos","0.30445388623276","0.27961274767458","0.32929502479095"
"1996","7","1996-07-15","32","Jun-Jul '96†","total","Pobreza","0.50007305592017","0.47271285833919","0.52743325350116"
"1996","7","1996-07-15","32","Jun-Jul '96†","total","Sueldos","0.28599482462426","0.25861881637695","0.31337083287158"
"1996","7","1996-07-15","32","Jun-Jul '96†","total","Reformas constitucionales","0.023186932458656","0.015751068611718","0.030622796305594"
"1996","7","1996-07-15","32","Jun-Jul '96†","total","Desigualdad","0.0047888670618131","0.0011760816426042","0.0084016524810221"
"1996","7","1996-07-15","32","Jun-Jul '96†","total","Alzas de precios, inflación","0.13737277090574","0.11893642746588","0.1558091143456"
"1996","7","1996-07-15","32","Jun-Jul '96†","total","Sistema judicial","0.10551075523343","0.087623130836346","0.12339837963052"
"1996","12","1996-12-15","33","Nov-Dic '96","total","Corrupción","0.13067277723833","0.11191538150925","0.14943017296742"
"1996","12","1996-12-15","33","Nov-Dic '96","total","Delincuencia, asaltos y robos","0.41425538976836","0.38686171967799","0.44164905985872"
"1996","12","1996-12-15","33","Nov-Dic '96","total","Pobreza","0.42077273891428","0.39315528642496","0.4483901914036"
"1996","12","1996-12-15","33","Nov-Dic '96","total","Sueldos","0.25490001305837","0.22876451625948","0.28103550985725"
"1996","12","1996-12-15","33","Nov-Dic '96","total","Reformas constitucionales","0.020929559012787","0.012605178141943","0.029253939883632"
"1996","12","1996-12-15","33","Nov-Dic '96","total","Desigualdad","0.0041821352479933","0.00099978083047916","0.0073644896655075"
"1996","12","1996-12-15","33","Nov-Dic '96","total","Alzas de precios, inflación","0.18675760450484","0.16576173379432","0.20775347521537"
"1996","12","1996-12-15","33","Nov-Dic '96","total","Sistema judicial","0.067724793426455","0.053675582701873","0.081774004151036"
"1997","7","1997-07-15","34","Jun-Jui '97","total","Corrupción","0.17483735932029","0.1531942573037","0.19648046133688"
"1997","7","1997-07-15","34","Jun-Jui '97","total","Delincuencia, asaltos y robos","0.34880282908977","0.32130643704779","0.37629922113174"
"1997","7","1997-07-15","34","Jun-Jui '97","total","Pobreza","0.49763483419836","0.46933236394071","0.52593730445602"
"1997","7","1997-07-15","34","Jun-Jui '97","total","Sueldos","0.28816172397558","0.26241274600711","0.31391070194405"
"1997","7","1997-07-15","34","Jun-Jui '97","total","Reformas constitucionales","0.024763711149701","0.016475258361597","0.033052163937804"
"1997","7","1997-07-15","34","Jun-Jui '97","total","Desigualdad","0.0063651993128343","0.0024473680012196","0.010283030624449"
"1997","7","1997-07-15","34","Jun-Jui '97","total","Alzas de precios, inflación","0.14077109930491","0.12241031711082","0.15913188149901"
"1997","7","1997-07-15","34","Jun-Jui '97","total","Sistema judicial","0.071788232636063","0.056933379265664","0.086643086006462"
"1998","1","1998-01-15","35","Dic-Ene '98","total","Corrupción","0.16347911112422","0.143009491864","0.18394873038443"
"1998","1","1998-01-15","35","Dic-Ene '98","total","Delincuencia, asaltos y robos","0.36976674891671","0.34186960824022","0.39766388959319"
"1998","1","1998-01-15","35","Dic-Ene '98","total","Pobreza","0.45787163803125","0.42902801430358","0.48671526175893"
"1998","1","1998-01-15","35","Dic-Ene '98","total","Sueldos","0.26650608698183","0.24216586918362","0.29084630478004"
"1998","1","1998-01-15","35","Dic-Ene '98","total","Reformas constitucionales","0.027518533209298","0.019163085143611","0.035873981274985"
"1998","1","1998-01-15","35","Dic-Ene '98","total","Desigualdad","0.0035036454017113","0.00062726355689408","0.0063800272465285"
"1998","1","1998-01-15","35","Dic-Ene '98","total","Alzas de precios, inflación","0.14742034865336","0.12982248144599","0.16501821586072"
"1998","1","1998-01-15","35","Dic-Ene '98","total","Sistema judicial","0.08912515081743","0.073866727178338","0.10438357445652"
"1998","6","1998-06-15","36","Jun '98","total","Corrupción","0.11483901650732","0.097349703988767","0.13232832902587"
"1998","6","1998-06-15","36","Jun '98","total","Delincuencia, asaltos y robos","0.42458343184367","0.39458308416193","0.45458377952541"
"1998","6","1998-06-15","36","Jun '98","total","Pobreza","0.41831120365499","0.39235348055948","0.4442689267505"
"1998","6","1998-06-15","36","Jun '98","total","Sueldos","0.27806737497231","0.25126546291713","0.30486928702749"
"1998","6","1998-06-15","36","Jun '98","total","Reformas constitucionales","0.027608594596658","0.01882097774571","0.036396211447607"
"1998","6","1998-06-15","36","Jun '98","total","Desigualdad","0.0026896754842369","-0.0003883909504906","0.0057677419189643"
"1998","6","1998-06-15","36","Jun '98","total","Alzas de precios, inflación","0.088859822674025","0.072790917331561","0.10492872801649"
"1998","6","1998-06-15","36","Jun '98","total","Sistema judicial","0.074568002551277","0.059625489076522","0.089510516026031"
"1999","5","1999-05-15","37","Abr-May '99","total","Corrupción","0.075691355712899","0.060429953417851","0.090952758007946"
"1999","5","1999-05-15","37","Abr-May '99","total","Delincuencia, asaltos y robos","0.35385343149327","0.3251593383821","0.38254752460443"
"1999","5","1999-05-15","37","Abr-May '99","total","Pobreza","0.47141432259161","0.44205826508447","0.50077038009875"
"1999","5","1999-05-15","37","Abr-May '99","total","Sueldos","0.25508476418659","0.22951650201531","0.28065302635786"
"1999","5","1999-05-15","37","Abr-May '99","total","Reformas constitucionales","0.043447996795527","0.032138994337784","0.054756999253271"
"1999","5","1999-05-15","37","Abr-May '99","total","Alzas de precios, inflación","0.074451962402088","0.058758254811309","0.090145669992868"
"1999","5","1999-05-15","37","Abr-May '99","total","Sistema judicial","0.096170611766517","0.080454271754158","0.11188695177888"
"1999","10","1999-10-15","38","Sep-Oct '99","total","Corrupción","0.06805318009551","0.053176593124573","0.082929767066447"
"1999","10","1999-10-15","38","Sep-Oct '99","total","Delincuencia, asaltos y robos","0.41906832729774","0.38976885713339","0.44836779746209"
"1999","10","1999-10-15","38","Sep-Oct '99","total","Pobreza","0.44572944582247","0.41744596654713","0.4740129250978"
"1999","10","1999-10-15","38","Sep-Oct '99","total","Sueldos","0.24456821088905","0.21932378939249","0.26981263238562"
"1999","10","1999-10-15","38","Sep-Oct '99","total","Reformas constitucionales","0.051029263146135","0.038975923321291","0.063082602970978"
"1999","10","1999-10-15","38","Sep-Oct '99","total","Alzas de precios, inflación","0.068099323614112","0.054217000042357","0.081981647185867"
"1999","10","1999-10-15","38","Sep-Oct '99","total","Sistema judicial","0.064589778548084","0.051853604619841","0.077325952476326"
"2000","4","2000-04-15","39","Mar-Abr '00","total","Corrupción","0.048971244123881","0.037699160762205","0.060243327485556"
"2000","4","2000-04-15","39","Mar-Abr '00","total","Delincuencia, asaltos y robos","0.37132397802727","0.34365425271633","0.39899370333821"
"2000","4","2000-04-15","39","Mar-Abr '00","total","Pobreza","0.4298455838235","0.40100666234206","0.45868450530494"
"2000","4","2000-04-15","39","Mar-Abr '00","total","Sueldos","0.33011273127396","0.3008799508706","0.35934551167733"
"2000","4","2000-04-15","39","Mar-Abr '00","total","Reformas constitucionales","0.043763425736242","0.032716583507164","0.05481026796532"
"2000","4","2000-04-15","39","Mar-Abr '00","total","Alzas de precios, inflación","0.090975110815759","0.075243120772308","0.10670710085921"
"2000","4","2000-04-15","39","Mar-Abr '00","total","Sistema judicial","0.070210570900595","0.055941329652316","0.084479812148875"
"2000","12","2000-12-15","40","Nov-Dic '00","total","Corrupción","0.077429336780953","0.063220363495311","0.091638310066596"
"2000","12","2000-12-15","40","Nov-Dic '00","total","Delincuencia, asaltos y robos","0.39965357242316","0.3703260179494","0.42898112689691"
"2000","12","2000-12-15","40","Nov-Dic '00","total","Pobreza","0.42690876819266","0.39704779088781","0.45676974549751"
"2000","12","2000-12-15","40","Nov-Dic '00","total","Sueldos","0.27868214065783","0.25211061953916","0.3052536617765"
"2000","12","2000-12-15","40","Nov-Dic '00","total","Reformas constitucionales","0.024310610208057","0.016056492758996","0.032564727657117"
"2000","12","2000-12-15","40","Nov-Dic '00","total","Alzas de precios, inflación","0.12350389752302","0.10348861228315","0.14351918276289"
"2000","12","2000-12-15","40","Nov-Dic '00","total","Sistema judicial","0.071775358054143","0.056753961276995","0.086796754831291"
"2001","6","2001-06-15","41","Jun '01","total","Corrupción","0.073896339366986","0.059696586595776","0.088096092138195"
"2001","6","2001-06-15","41","Jun '01","total","Delincuencia, asaltos y robos","0.35689483511564","0.32659348775974","0.38719618247154"
"2001","6","2001-06-15","41","Jun '01","total","Pobreza","0.42492053762244","0.39864412450446","0.45119695074041"
"2001","6","2001-06-15","41","Jun '01","total","Sueldos","0.24750835393154","0.22504172580349","0.26997498205959"
"2001","6","2001-06-15","41","Jun '01","total","Reformas constitucionales","0.034393664574565","0.023872052634651","0.044915276514479"
"2001","6","2001-06-15","41","Jun '01","total","Alzas de precios, inflación","0.091777923225907","0.076311650293816","0.107244196158"
"2001","6","2001-06-15","41","Jun '01","total","Sistema judicial","0.049043014426131","0.03754969009547","0.060536338756791"
"2001","12","2001-12-15","42","Dic '01","total","Corrupción","0.078822498918266","0.064713334239466","0.092931663597067"
"2001","12","2001-12-15","42","Dic '01","total","Delincuencia, asaltos y robos","0.36080804298817","0.33407403541604","0.38754205056031"
"2001","12","2001-12-15","42","Dic '01","total","Pobreza","0.3617374215932","0.33531405079583","0.38816079239057"
"2001","12","2001-12-15","42","Dic '01","total","Sueldos","0.2564808028519","0.23254507431075","0.28041653139305"
"2001","12","2001-12-15","42","Dic '01","total","Reformas constitucionales","0.04457516744411","0.033010094993504","0.056140239894715"
"2001","12","2001-12-15","42","Dic '01","total","Alzas de precios, inflación","0.069101051292844","0.055004544632711","0.083197557952977"
"2001","12","2001-12-15","42","Dic '01","total","Sistema judicial","0.080074087443437","0.064370235726545","0.095777939160329"
"2002","7","2002-07-15","43","Jul '02","total","Corrupción","0.10961616930251","0.092707692795091","0.12652464580993"
"2002","7","2002-07-15","43","Jul '02","total","Delincuencia, asaltos y robos","0.37480202181583","0.34549159884814","0.40411244478351"
"2002","7","2002-07-15","43","Jul '02","total","Pobreza","0.38761664377974","0.3595445993752","0.41568868818427"
"2002","7","2002-07-15","43","Jul '02","total","Sueldos","0.22294932981355","0.20031935425335","0.24557930537375"
"2002","7","2002-07-15","43","Jul '02","total","Reformas constitucionales","0.048930657393797","0.036345044792907","0.061516269994687"
"2002","7","2002-07-15","43","Jul '02","total","Alzas de precios, inflación","0.064758726312228","0.051647722463216","0.077869730161241"
"2002","7","2002-07-15","43","Jul '02","total","Sistema judicial","0.11820719890229","0.099481212523975","0.1369331852806"
"2002","12","2002-12-15","44","Dic '02","total","Corrupción","0.12386716521363","0.10491834780017","0.14281598262709"
"2002","12","2002-12-15","44","Dic '02","total","Delincuencia, asaltos y robos","0.36691734426662","0.33830047199632","0.39553421653692"
"2002","12","2002-12-15","44","Dic '02","total","Pobreza","0.43744172909619","0.40807080939775","0.46681264879464"
"2002","12","2002-12-15","44","Dic '02","total","Sueldos","0.27478431290421","0.25051778662687","0.29905083918154"
"2002","12","2002-12-15","44","Dic '02","total","Reformas constitucionales","0.043022637089423","0.031729253885389","0.054316020293458"
"2002","12","2002-12-15","44","Dic '02","total","Alzas de precios, inflación","0.065144830109248","0.051825856813135","0.078463803405361"
"2002","12","2002-12-15","44","Dic '02","total","Sistema judicial","0.09534777549903","0.079469095942489","0.11122645505557"
"2003","7","2003-07-15","45","Jun-Jul '03","total","Corrupción","0.1100661560004","0.092481847510328","0.12765046449048"
"2003","7","2003-07-15","45","Jun-Jul '03","total","Delincuencia, asaltos y robos","0.40314188087418","0.37613741710171","0.43014634464666"
"2003","7","2003-07-15","45","Jun-Jul '03","total","Pobreza","0.41342785333225","0.38706103293552","0.43979467372898"
"2003","7","2003-07-15","45","Jun-Jul '03","total","Sueldos","0.26165728894852","0.23786480670509","0.28544977119195"
"2003","7","2003-07-15","45","Jun-Jul '03","total","Reformas constitucionales","0.034402865399514","0.02445076062871","0.044354970170318"
"2003","7","2003-07-15","45","Jun-Jul '03","total","Alzas de precios, inflación","0.082129985468522","0.066980280191154","0.097279690745891"
"2003","7","2003-07-15","45","Jun-Jul '03","total","Sistema judicial","0.079053613073358","0.064857569912378","0.093249656234339"
"2003","12","2003-12-15","46","Dic '03","total","Corrupción","0.15434496891","0.13484719728051","0.17384274053948"
"2003","12","2003-12-15","46","Dic '03","total","Delincuencia, asaltos y robos","0.45428942345185","0.42424368435372","0.48433516254998"
"2003","12","2003-12-15","46","Dic '03","total","Pobreza","0.37056364259518","0.34474506823641","0.39638221695395"
"2003","12","2003-12-15","46","Dic '03","total","Sueldos","0.27077702595438","0.24628867447296","0.2952653774358"
"2003","12","2003-12-15","46","Dic '03","total","Reformas constitucionales","0.032918261198176","0.022526460784671","0.043310061611682"
"2003","12","2003-12-15","46","Dic '03","total","Alzas de precios, inflación","0.056486148641865","0.044602004009492","0.068370293274239"
"2003","12","2003-12-15","46","Dic '03","total","Sistema judicial","0.10048163710344","0.083309224744013","0.11765404946287"
"2004","7","2004-07-15","47","Jun-Jul '04","total","Corrupción","0.13634726868831","0.115063303617","0.15763123375961"
"2004","7","2004-07-15","47","Jun-Jul '04","total","Delincuencia, asaltos y robos","0.46049785940354","0.43060642525748","0.4903892935496"
"2004","7","2004-07-15","47","Jun-Jul '04","total","Pobreza","0.3630237304335","0.33526865014192","0.39077881072508"
"2004","7","2004-07-15","47","Jun-Jul '04","total","Sueldos","0.25264764692907","0.22736101764702","0.27793427621112"
"2004","7","2004-07-15","47","Jun-Jul '04","total","Reformas constitucionales","0.030713435762642","0.021626959888647","0.039799911636637"
"2004","7","2004-07-15","47","Jun-Jul '04","total","Alzas de precios, inflación","0.067326941570784","0.054954482222994","0.079699400918573"
"2004","7","2004-07-15","47","Jun-Jul '04","total","Sistema judicial","0.10822819387718","0.092796740680897","0.12365964707347"
"2004","12","2004-12-15","48","Dic '04","total","Corrupción","0.12266042300134","0.10444772540175","0.14087312060093"
"2004","12","2004-12-15","48","Dic '04","total","Delincuencia, asaltos y robos","0.45241970318656","0.4231786620144","0.48166074435873"
"2004","12","2004-12-15","48","Dic '04","total","Pobreza","0.34653703038135","0.32006330273884","0.37301075802386"
"2004","12","2004-12-15","48","Dic '04","total","Sueldos","0.2725210488916","0.24755620807821","0.29748588970499"
"2004","12","2004-12-15","48","Dic '04","total","Reformas constitucionales","0.031675722512428","0.02197528389812","0.041376161126735"
"2004","12","2004-12-15","48","Dic '04","total","Alzas de precios, inflación","0.053149605582886","0.041106245932429","0.065192965233344"
"2004","12","2004-12-15","48","Dic '04","total","Sistema judicial","0.10655626926665","0.087554766555924","0.12555777197737"
"2005","7","2005-07-15","49","Jun-Jul '05","total","Corrupción","0.10825268458769","0.090895988558969","0.12560938061642"
"2005","7","2005-07-15","49","Jun-Jul '05","total","Delincuencia, asaltos y robos","0.46790238527333","0.43878646266339","0.49701830788326"
"2005","7","2005-07-15","49","Jun-Jul '05","total","Pobreza","0.34765361752398","0.32031208539439","0.37499514965357"
"2005","7","2005-07-15","49","Jun-Jul '05","total","Sueldos","0.29147639180529","0.26516668908078","0.31778609452979"
"2005","7","2005-07-15","49","Jun-Jul '05","total","Reformas constitucionales","0.027970907420322","0.019051930348325","0.036889884492319"
"2005","7","2005-07-15","49","Jun-Jul '05","total","Alzas de precios, inflación","0.069503325538403","0.056134979068239","0.082871672008567"
"2005","7","2005-07-15","49","Jun-Jul '05","total","Sistema judicial","0.064766472684577","0.052165280041978","0.077367665327177"
"2005","9","2005-09-15","50","Ago-Sep '05†","total","Corrupción","0.10932098543385","0.093284681259256","0.12535728960844"
"2005","9","2005-09-15","50","Ago-Sep '05†","total","Delincuencia, asaltos y robos","0.46945769448203","0.44124140649594","0.49767398246812"
"2005","9","2005-09-15","50","Ago-Sep '05†","total","Pobreza","0.34496590240481","0.31954985052293","0.37038195428669"
"2005","9","2005-09-15","50","Ago-Sep '05†","total","Sueldos","0.28344601709737","0.25955287941927","0.30733915477548"
"2005","9","2005-09-15","50","Ago-Sep '05†","total","Alzas de precios, inflación","0.11885980697501","0.10015068925882","0.13756892469119"
"2005","9","2005-09-15","50","Ago-Sep '05†","total","Sistema judicial","0.10105675320592","0.084083904284241","0.11802960212761"
"2005","11","2005-11-15","51","Oct-Nov '05","total","Corrupción","0.10753876951432","0.09106550744927","0.12401203157936"
"2005","11","2005-11-15","51","Oct-Nov '05","total","Delincuencia, asaltos y robos","0.51540582002813","0.48833425185674","0.54247738819952"
"2005","11","2005-11-15","51","Oct-Nov '05","total","Pobreza","0.34465784296594","0.31817299212637","0.37114269380552"
"2005","11","2005-11-15","51","Oct-Nov '05","total","Sueldos","0.2820499191755","0.25844087711166","0.30565896123935"
"2005","11","2005-11-15","51","Oct-Nov '05","total","Alzas de precios, inflación","0.085817476827321","0.071689372613068","0.099945581041574"
"2005","11","2005-11-15","51","Oct-Nov '05","total","Sistema judicial","0.10105287775735","0.084734629309631","0.11737112620507"
"2006","7","2006-07-15","52","Jun-Jul '06","total","Corrupción","0.080970360764229","0.065595268459427","0.096345453069031"
"2006","7","2006-07-15","52","Jun-Jul '06","total","Delincuencia, asaltos y robos","0.54957940602383","0.52175638236461","0.57740242968306"
"2006","7","2006-07-15","52","Jun-Jul '06","total","Pobreza","0.32376849555274","0.29806490007936","0.34947209102612"
"2006","7","2006-07-15","52","Jun-Jul '06","total","Sueldos","0.26806038798096","0.24331770269776","0.29280307326416"
"2006","7","2006-07-15","52","Jun-Jul '06","total","Alzas de precios, inflación","0.11863419217708","0.10055765417418","0.13671073017997"
"2006","7","2006-07-15","52","Jun-Jul '06","total","Sistema judicial","0.12398256380335","0.10590499566281","0.1420601319439"
"2006","12","2006-12-15","54","Dic '06","total","Corrupción","0.14884393058771","0.12797917060099","0.16970869057443"
"2006","12","2006-12-15","54","Dic '06","total","Delincuencia, asaltos y robos","0.49931100973929","0.46990817865987","0.52871384081871"
"2006","12","2006-12-15","54","Dic '06","total","Pobreza","0.31246694606717","0.28697474487388","0.33795914726046"
"2006","12","2006-12-15","54","Dic '06","total","Sueldos","0.25905587637222","0.23473632054545","0.28337543219899"
"2006","12","2006-12-15","54","Dic '06","total","Alzas de precios, inflación","0.074654840293308","0.059561949218263","0.089747731368353"
"2006","12","2006-12-15","54","Dic '06","total","Sistema judicial","0.11732443017479","0.098258571477833","0.13639028887175"
"2007","6","2007-06-15","55","Jun '07","total","Corrupción","0.10587112000574","0.08882780019098","0.1229144398205"
"2007","6","2007-06-15","55","Jun '07","total","Delincuencia, asaltos y robos","0.50197604297063","0.4733396995199","0.53061238642136"
"2007","6","2007-06-15","55","Jun '07","total","Pobreza","0.35297416393582","0.32488637499562","0.38106195287603"
"2007","6","2007-06-15","55","Jun '07","total","Sueldos","0.28953614152029","0.26382212774466","0.31525015529592"
"2007","6","2007-06-15","55","Jun '07","total","Alzas de precios, inflación","0.079181251112936","0.064388879926565","0.093973622299307"
"2007","6","2007-06-15","55","Jun '07","total","Sistema judicial","0.091641484410921","0.074284374648469","0.10899859417337"
"2007","12","2007-12-15","56","Nov-Dic '07","total","Corrupción","0.087609862032027","0.072344498222303","0.10287522584175"
"2007","12","2007-12-15","56","Nov-Dic '07","total","Delincuencia, asaltos y robos","0.592690129595","0.56587709282965","0.61950316636035"
"2007","12","2007-12-15","56","Nov-Dic '07","total","Pobreza","0.32482147627459","0.29867116365042","0.35097178889875"
"2007","12","2007-12-15","56","Nov-Dic '07","total","Sueldos","0.29977167038134","0.27437668781905","0.32516665294363"
"2007","12","2007-12-15","56","Nov-Dic '07","total","Alzas de precios, inflación","0.16571706531317","0.1457344942038","0.18569963642254"
"2007","12","2007-12-15","56","Nov-Dic '07","total","Sistema judicial","0.094069676417857","0.077925842804321","0.11021351003139"
"2008","6","2008-06-15","57","Jun '08","total","Corrupción","0.1081279714676","0.091300564702698","0.12495537823251"
"2008","6","2008-06-15","57","Jun '08","total","Delincuencia, asaltos y robos","0.4988812946325","0.47085897471094","0.52690361455407"
"2008","6","2008-06-15","57","Jun '08","total","Pobreza","0.2943320495136","0.27002518581212","0.31863891321509"
"2008","6","2008-06-15","57","Jun '08","total","Sueldos","0.31780525183106","0.29208896202924","0.34352154163288"
"2008","6","2008-06-15","57","Jun '08","total","Alzas de precios, inflación","0.29693494051459","0.26860359228914","0.32526628874003"
"2008","6","2008-06-15","57","Jun '08","total","Sistema judicial","0.087244370766926","0.071694895976913","0.10279384555694"
"2008","12","2008-12-15","58","Nov-Dic '08","total","Corrupción","0.13836546939649","0.11925418197273","0.15747675682025"
"2008","12","2008-12-15","58","Nov-Dic '08","total","Delincuencia, asaltos y robos","0.47372005578712","0.44627080607762","0.50116930549661"
"2008","12","2008-12-15","58","Nov-Dic '08","total","Pobreza","0.26747450344085","0.24256864223027","0.29238036465143"
"2008","12","2008-12-15","58","Nov-Dic '08","total","Sueldos","0.29966770918674","0.27276396008261","0.32657145829086"
"2008","12","2008-12-15","58","Nov-Dic '08","total","Alzas de precios, inflación","0.26933495990384","0.2428421454037","0.29582777440399"
"2008","12","2008-12-15","58","Nov-Dic '08","total","Sistema judicial","0.094854043868234","0.07915259471594","0.11055549302053"
"2009","6","2009-06-15","59","May-Jun '09","total","Corrupción","0.10694234230711","0.091071666759902","0.12281301785432"
"2009","6","2009-06-15","59","May-Jun '09","total","Delincuencia, asaltos y robos","0.44463055768666","0.41687846611014","0.47238264926318"
"2009","6","2009-06-15","59","May-Jun '09","total","Pobreza","0.2656290076937","0.24102192455105","0.29023609083634"
"2009","6","2009-06-15","59","May-Jun '09","total","Sueldos","0.32181370206074","0.29369731583263","0.34993008828886"
"2009","6","2009-06-15","59","May-Jun '09","total","Alzas de precios, inflación","0.11403444669168","0.097462388859551","0.13060650452382"
"2009","6","2009-06-15","59","May-Jun '09","total","Sistema judicial","0.09645899743899","0.078935977250319","0.11398201762766"
"2009","8","2009-08-15","60","Ago '09","total","Corrupción","0.14909672049053","0.12676223864341","0.17143120233765"
"2009","8","2009-08-15","60","Ago '09","total","Delincuencia, asaltos y robos","0.5371743514917","0.50808778318417","0.56626091979923"
"2009","8","2009-08-15","60","Ago '09","total","Pobreza","0.25383337660763","0.2268819009024","0.28078485231285"
"2009","8","2009-08-15","60","Ago '09","total","Sueldos","0.26631784535725","0.24081462412964","0.29182106658487"
"2009","8","2009-08-15","60","Ago '09","total","Alzas de precios, inflación","0.088147395190445","0.07353466619567","0.10276012418522"
"2009","8","2009-08-15","60","Ago '09","total","Sistema judicial","0.11394420201959","0.095042114803677","0.13284628923551"
"2009","10","2009-10-15","61","Oct '09","total","Corrupción","0.13410925863322","0.11381194880249","0.15440656846394"
"2009","10","2009-10-15","61","Oct '09","total","Delincuencia, asaltos y robos","0.54048456028631","0.5120833655638","0.56888575500882"
"2009","10","2009-10-15","61","Oct '09","total","Pobreza","0.24244153958272","0.21725103973168","0.26763203943375"
"2009","10","2009-10-15","61","Oct '09","total","Sueldos","0.249663425888","0.22504433716273","0.27428251461327"
"2009","10","2009-10-15","61","Oct '09","total","Alzas de precios, inflación","0.081779821325453","0.067103453470476","0.09645618918043"
"2009","10","2009-10-15","61","Oct '09","total","Sistema judicial","0.13544425785698","0.11605907702902","0.15482943868493"
"2010","7","2010-07-15","62","Jun-Jul '10","total","Corrupción","0.10750279339453","0.083588060255606","0.13141752653346"
"2010","7","2010-07-15","62","Jun-Jul '10","total","Delincuencia, asaltos y robos","0.55466223169202","0.52270057015227","0.58662389323177"
"2010","7","2010-07-15","62","Jun-Jul '10","total","Pobreza","0.25981604863149","0.23167698460502","0.28795511265796"
"2010","7","2010-07-15","62","Jun-Jul '10","total","Sueldos","0.30520915073555","0.27523585673516","0.33518244473594"
"2010","7","2010-07-15","62","Jun-Jul '10","total","Alzas de precios, inflación","0.13148011982367","0.10903739979958","0.15392283984776"
"2010","7","2010-07-15","62","Jun-Jul '10","total","Sistema judicial","0.086224389992778","0.069435268742246","0.10301351124331"
"2010","12","2010-12-15","63","Nov-Dic '10","total","Corrupción","0.14710917681461","0.10758501205543","0.1866333415738"
"2010","12","2010-12-15","63","Nov-Dic '10","total","Delincuencia, asaltos y robos","0.54236405246218","0.50298244084984","0.58174566407452"
"2010","12","2010-12-15","63","Nov-Dic '10","total","Pobreza","0.26996587771399","0.22915441716387","0.31077733826411"
"2010","12","2010-12-15","63","Nov-Dic '10","total","Sueldos","0.27092618074078","0.22978863815031","0.31206372333124"
"2010","12","2010-12-15","63","Nov-Dic '10","total","Alzas de precios, inflación","0.11755659665251","0.084350365023014","0.150762828282"
"2010","12","2010-12-15","63","Nov-Dic '10","total","Sistema judicial","0.08238944693491","0.059284711797167","0.10549418207265"
"2011","7","2011-07-15","64","Jun-Jul '11","total","Corrupción","0.099639124374677","0.077384815746785","0.12189343300257"
"2011","7","2011-07-15","64","Jun-Jul '11","total","Delincuencia, asaltos y robos","0.471634455128","0.43822213779057","0.50504677246542"
